gene_set,mediator,outcome,adjusted,a_median,b_median,indirect_median,indirect_q1,indirect_q3,pct_consistent_sign,pct_indirect_sig,pct_a_sig,pct_b_sig,limiting_path,n_cells,stable_sign,supported
HALLMARK_OXIDATIVE_PHOSPHORYLATION,baseline_oef,discordance_overshoot,False,-0.16126012601260128,0.11817745945061134,-0.019091002003605362,-0.02486577413688429,-0.01589837608935734,1.0,0.0,0.0,0.0,a,120,True,False
HALLMARK_OXIDATIVE_PHOSPHORYLATION,baseline_oef,discordance_overshoot,True,-0.1397597359858211,0.057974184683175105,-0.008766282461664922,-0.01208583628591603,-0.006506829372471681,1.0,0.0,0.0,0.0,b,120,True,False
HALLMARK_OXIDATIVE_PHOSPHORYLATION,baseline_oef,coupling_angle,False,-0.16126012601260128,0.14208774567974763,-0.02247408565429809,-0.02600777696560902,-0.019886438970841715,1.0,0.0,0.0,0.0,a,120,True,False
HALLMARK_OXIDATIVE_PHOSPHORYLATION,baseline_oef,coupling_angle,True,-0.1397597359858211,0.1307603090768667,-0.018255590964544613,-0.022714219564506276,-0.015986917994157305,1.0,0.0,0.0,0.0,a,120,True,False
HALLMARK_OXIDATIVE_PHOSPHORYLATION,baseline_cbv,discordance_extraction,False,-0.19167594310451452,0.23771989641465832,-0.0461263245906004,-0.05208525623838641,-0.03949931111035782,1.0,0.0,0.0,0.0,a,120,True,False
HALLMARK_OXIDATIVE_PHOSPHORYLATION,baseline_cbv,discordance_extraction,True,-0.17595223496435997,0.2580025641097029,-0.04502993475742716,-0.05339804164857243,-0.037890390792070516,1.0,0.0,0.0,0.0,a,120,True,False
HALLMARK_OXIDATIVE_PHOSPHORYLATION,baseline_cbv,discordance_overshoot,False,-0.19167594310451452,-0.19857422939679897,0.03771647197112595,0.033033975942211524,0.0425691304984025,1.0,0.0,0.0,0.0,b,120,True,False
HALLMARK_OXIDATIVE_PHOSPHORYLATION,baseline_cbv,discordance_overshoot,True,-0.17595223496435997,-0.22859821545764653,0.03974009266892891,0.034236675844715084,0.045465048269657825,1.0,0.0,0.0,0.0,a,120,True,False
HALLMARK_OXIDATIVE_PHOSPHORYLATION,baseline_cbv,coupling_angle,False,-0.19167594310451452,-0.1560169435544683,0.029175351925321214,0.02468959081116394,0.03301448265949171,1.0,0.0,0.0,0.0,a,120,True,False
HALLMARK_OXIDATIVE_PHOSPHORYLATION,baseline_cbv,coupling_angle,True,-0.17595223496435997,-0.1743694204539699,0.029962435165470046,0.024712079928160817,0.03500710581523003,1.0,0.0,0.0,0.0,a,120,True,False
HALLMARK_ANGIOGENESIS,baseline_oef,discordance_extraction,False,-0.2816361432061574,-0.3093411517028152,0.08658150556394155,0.06875591546212359,0.10882076010809254,1.0,0.03333333333333333,0.14166666666666666,0.14166666666666666,a,120,True,False
HALLMARK_ANGIOGENESIS,baseline_oef,discordance_extraction,True,-0.2657656869901692,-0.27001724968096374,0.06784022124699803,0.057559851797962,0.08704915521126924,1.0,0.0,0.0,0.0,a,120,True,False
HALLMARK_ANGIOGENESIS,baseline_oef,discordance_overshoot,False,-0.2816361432061574,0.1328791370316564,-0.04273734909150691,-0.04966870601281269,-0.02548352125654002,1.0,0.0,0.14166666666666666,0.0,b,120,True,False
HALLMARK_ANGIOGENESIS,baseline_oef,discordance_overshoot,True,-0.2657656869901692,0.0726851093003674,-0.020390980625489614,-0.026209397152010438,-0.012340285944389115,1.0,0.0,0.0,0.0,b,120,True,False
HALLMARK_ANGIOGENESIS,baseline_oef,coupling_angle,False,-0.2816361432061574,0.1477480792157884,-0.0399897713672735,-0.052017900483122576,-0.03048878226539427,1.0,0.0,0.14166666666666666,0.0,b,120,True,False
HALLMARK_ANGIOGENESIS,baseline_oef,coupling_angle,True,-0.2657656869901692,0.1345160505336574,-0.03218089920837394,-0.0424790604005567,-0.02438298032184676,1.0,0.0,0.0,0.0,b,120,True,False
HALLMARK_ANGIOGENESIS,baseline_cbv,discordance_extraction,False,-0.04903690369036903,0.21745319006099734,-0.010780633496416756,-0.018707340163647203,-0.004403149072500214,0.9083333333333333,0.0,0.0,0.0,a,120,True,False
HALLMARK_ANGIOGENESIS,baseline_cbv,discordance_extraction,True,-0.082779859438003,0.24852711967127977,-0.020889199681011394,-0.02815945325604821,-0.012579616172367681,1.0,0.0,0.0,0.0,a,120,True,False
HALLMARK_ANGIOGENESIS,baseline_cbv,discordance_overshoot,False,-0.04903690369036903,-0.19964023278874649,0.00982044549996007,0.004048041612807489,0.01668770428531419,0.9083333333333333,0.0,0.0,0.0,a,120,True,False
HALLMARK_ANGIOGENESIS,baseline_cbv,discordance_overshoot,True,-0.082779859438003,-0.2364335876885436,0.01955332413428007,0.01225824592433029,0.02669985141807428,1.0,0.0,0.0,0.0,a,120,True,False
HALLMARK_ANGIOGENESIS,baseline_cbv,coupling_angle,False,-0.04903690369036903,-0.13665662893148575,0.007262938014042935,0.0028519658026109926,0.012713686236378917,0.9083333333333333,0.0,0.0,0.0,a,120,True,False
HALLMARK_ANGIOGENESIS,baseline_cbv,coupling_angle,True,-0.082779859438003,-0.16084094318461462,0.014218344696127459,0.008357253863618904,0.01923174934178665,1.0,0.0,0.0,0.0,a,120,True,False
HALLMARK_HYPOXIA,baseline_oef,discordance_extraction,False,-0.13875028319158444,-0.28010989783517165,0.03837361125660237,0.03117844846412106,0.04674989654203765,1.0,0.0,0.0,0.0,a,120,True,False
