gene,rho,p_spin,p_fdr
CA10,0.15663966396639667,0.19928007199280073,0.9994302520775813
FAM110A,0.15662766276627665,0.2191780821917808,0.9994302520775813
KIAA1324L,0.15657965796579656,0.15978402159784022,0.9994302520775813
NCOA7,0.15637563756375641,0.19408059194080593,0.9994302520775813
KCNQ5,0.15632763276327635,0.1733826617338266,0.9994302520775813
PLA2G5,0.15623162316231626,0.20957904209579042,0.9994302520775813
BEAN1,0.15623162316231626,0.1907809219078092,0.9994302520775813
ZNF557,0.15594359435943594,0.21097890210978903,0.9994302520775813
CHIC1,0.15588358835883587,0.18038196180381963,0.9994302520775813
BBS10,0.15587158715871594,0.1571842815718428,0.9994302520775813
MYO7A,0.15583558355835583,0.1705829417058294,0.9994302520775813
PEPD,0.15577557755775584,0.192980701929807,0.9994302520775813
NLN,0.1555475547554756,0.16978302169783022,0.9994302520775813
CDKN2A,0.15553555355535556,0.2014798520147985,0.9994302520775813
AEBP2,0.15540354035403547,0.2126787321267873,0.9994302520775813
MDM2,0.15539153915391543,0.18098190180981902,0.9994302520775813
E2F1,0.1553675367536754,0.18818118188181182,0.9994302520775813
ZNF816,0.1550555055505551,0.1817818218178182,0.9994302520775813
SLC30A4,0.15425142514251428,0.16628337166283372,0.9994302520775813
ARHGAP29,0.1542274227422743,0.21397860213978603,0.9994302520775813
ALG6,0.15422742274227424,0.17898210178982102,0.9994302520775813
C12orf49,0.15419141914191425,0.1924807519248075,0.9994302520775813
RNF208,0.15409540954095413,0.16058394160583941,0.9994302520775813
LRRC8C,0.15384338433843392,0.21327867213278673,0.9994302520775813
LNPK,0.1535673567356736,0.18798120187981202,0.9994302520775813
OSBPL10,0.15345934593459348,0.16948305169483052,0.9994302520775813
CFL2,0.15323132313231325,0.18448155184481552,0.9994302520775813
KCNS2,0.15301530153015308,0.20877912208779123,0.9994302520775813
TRPM2,0.15290729072907294,0.18788121187881213,0.9994302520775813
EPDR1,0.1527992799279928,0.17398260173982602,0.9994302520775813
SGIP1,0.1525832583258326,0.21497850214978503,0.9994302520775813
PRAG1,0.1525592559255926,0.22057794220577942,0.9994302520775813
TMEM229B,0.15251125112511257,0.2176782321767823,0.9994302520775813
KYAT1,0.15249924992499253,0.22297770222977703,0.9994302520775813
RAPGEF5,0.15241524152415242,0.17228277172282772,0.9994302520775813
RPGRIP1L,0.15230723072307234,0.17738226177382263,0.9994302520775813
TMEM266,0.15225922592259225,0.16278372162783722,0.9994302520775813
IFI44L,0.15224722472247226,0.1606839316068393,0.9994302520775813
NCK2,0.15224722472247226,0.15928407159284072,0.9994302520775813
SH2D5,0.1521512151215122,0.2191780821917808,0.9994302520775813
DPP10-AS1,0.1520672067206721,0.21627837216278373,0.9994302520775813
METTL13,0.15203120312031204,0.20767923207679231,0.9994302520775813
LAMA2,0.15201920192019205,0.2064793520647935,0.9994302520775813
AZI2,0.15152715271527153,0.17278272172782722,0.9994302520775813
AMPD3,0.15150315031503153,0.1777822217778222,0.9994302520775813
HUNK,0.15135913591359137,0.20687931206879312,0.9994302520775813
LOC151174,0.15135913591359135,0.18598140185981402,0.9994302520775813
