name,tail,n_in_set,n_overlap,observed,null_mean,null_sd,z,p,n_draws,cell,target,primary
HALLMARK_ANGIOGENESIS,negative,36,14,0.0,0.05551428571428571,0.058830444707564426,-0.943631923746918,1.0,10000,886480d1a87d,macaque_vascular_CONTROL,False
HALLMARK_HYPOXIA,positive,200,101,0.0594059405940594,0.05451683168316832,0.02172666544533226,0.2250280386188509,0.47985201479852013,10000,886480d1a87d,macaque_vascular_CONTROL,False
HALLMARK_HYPOXIA,negative,200,101,0.0297029702970297,0.05333564356435645,0.02070090426783639,-1.141625165816816,0.9262073792620737,10000,886480d1a87d,macaque_vascular_CONTROL,False
endothelial,positive,6,5,0.0,0.04652,0.09459328517394879,-0.4917896647151411,1.0,10000,1ab1c7a355d0,discordance_extraction,False
endothelial,negative,6,5,0.0,0.04536,0.09285725819773055,-0.4884917009224014,1.0,10000,1ab1c7a355d0,discordance_extraction,False
pericyte_mural,positive,5,3,0.0,0.0516,0.12597925755192135,-0.4095912374998199,1.0,10000,1ab1c7a355d0,discordance_extraction,False
pericyte_mural,negative,5,3,0.0,0.0431,0.11680064212152261,-0.36900482066834506,1.0,10000,1ab1c7a355d0,discordance_extraction,False
astrocyte,positive,4,3,0.0,0.04293333333333332,0.11719431157981458,-0.3663431505725753,1.0,10000,1ab1c7a355d0,discordance_extraction,False
astrocyte,negative,4,3,0.6666666666666666,0.0481,0.12422090985194258,4.979569602282972,0.0071992800719928,10000,1ab1c7a355d0,discordance_extraction,False
glucose_lactate_transport,positive,5,3,0.0,0.04673333333333333,0.12217653893717347,-0.38250660675012976,1.0,10000,1ab1c7a355d0,discordance_extraction,False
glucose_lactate_transport,negative,5,3,0.0,0.055933333333333335,0.13243160079410385,-0.4223563937756434,1.0,10000,1ab1c7a355d0,discordance_extraction,False
glycolytic_enzymes,positive,6,5,0.0,0.049260000000000005,0.0968372469662371,-0.5086885629573381,1.0,10000,1ab1c7a355d0,discordance_extraction,False
glycolytic_enzymes,negative,6,5,0.2,0.038520000000000006,0.08487761542362038,1.9025039663763004,0.1807819218078192,10000,1ab1c7a355d0,discordance_extraction,False
interneuron_subclass,positive,4,4,0.0,0.043,0.10075217119248596,-0.42678980999673893,1.0,10000,1ab1c7a355d0,discordance_extraction,False
interneuron_subclass,negative,4,4,0.0,0.044375,0.10252857833306771,-0.43280615728276506,1.0,10000,1ab1c7a355d0,discordance_extraction,False
HALLMARK_GLYCOLYSIS,positive,200,99,0.050505050505050504,0.04951414141414142,0.02180853787516777,0.04543675034892549,0.5441455854414559,10000,1ab1c7a355d0,discordance_extraction,False
HALLMARK_GLYCOLYSIS,negative,200,99,0.050505050505050504,0.04912929292929293,0.021565241544985816,0.06379513871373504,0.537946205379462,10000,1ab1c7a355d0,discordance_extraction,False
HALLMARK_OXIDATIVE_PHOSPHORYLATION,positive,200,100,0.01,0.047741000000000006,0.020766967014949487,-1.817357343170596,0.9918008199180082,10000,1ab1c7a355d0,discordance_extraction,False
HALLMARK_OXIDATIVE_PHOSPHORYLATION,negative,200,100,0.04,0.044749000000000004,0.020301157577832848,-0.23392754732299162,0.6623337666233376,10000,1ab1c7a355d0,discordance_extraction,False
HALLMARK_ANGIOGENESIS,positive,36,14,0.0,0.05205,0.05968866119716712,-0.8720249199100873,1.0,10000,1ab1c7a355d0,discordance_extraction,False
HALLMARK_ANGIOGENESIS,negative,36,14,0.0,0.05388571428571428,0.060545169510212854,-0.8900084799766685,1.0,10000,1ab1c7a355d0,discordance_extraction,False
HALLMARK_HYPOXIA,positive,200,101,0.07920792079207921,0.05168415841584159,0.021776903029096507,1.2638969985522106,0.1513848615138486,10000,1ab1c7a355d0,discordance_extraction,False
HALLMARK_HYPOXIA,negative,200,101,0.04950495049504951,0.049898019801980206,0.021867797322753936,-0.017974801079837222,0.5676432356764324,10000,1ab1c7a355d0,discordance_extraction,False
endothelial,positive,6,5,0.0,0.04378,0.09164775829227904,-0.47769853639386056,1.0,10000,1ab1c7a355d0,discordance_overshoot,False
endothelial,negative,6,5,0.0,0.0453,0.09333761299711923,-0.4853348885341447,1.0,10000,1ab1c7a355d0,discordance_overshoot,False
pericyte_mural,positive,5,3,0.0,0.04513333333333333,0.11816506345879996,-0.38195158545376445,1.0,10000,1ab1c7a355d0,discordance_overshoot,False
pericyte_mural,negative,5,3,0.0,0.04929999999999999,0.12464420029294049,-0.39552582377787704,1.0,10000,1ab1c7a355d0,discordance_overshoot,False
astrocyte,positive,4,3,0.6666666666666666,0.04653333333333333,0.12179757341133234,5.091508114361453,0.006399360063993601,10000,1ab1c7a355d0,discordance_overshoot,False
astrocyte,negative,4,3,0.0,0.04123333333333332,0.11537297488291323,-0.3573916107752197,1.0,10000,1ab1c7a355d0,discordance_overshoot,False
glucose_lactate_transport,positive,5,3,0.0,0.0542,0.13062296888373043,-0.4149346815738377,1.0,10000,1ab1c7a355d0,discordance_overshoot,False
glucose_lactate_transport,negative,5,3,0.0,0.04943333333333333,0.12530279326495478,-0.3945110244175144,1.0,10000,1ab1c7a355d0,discordance_overshoot,False
glycolytic_enzymes,positive,6,5,0.0,0.03812,0.08510502687855755,-0.4479171371909224,1.0,10000,1ab1c7a355d0,discordance_overshoot,False
glycolytic_enzymes,negative,6,5,0.0,0.0437,0.09045612195976567,-0.4831071579592755,1.0,10000,1ab1c7a355d0,discordance_overshoot,False
interneuron_subclass,positive,4,4,0.0,0.045625,0.10374058692238057,-0.43979893842452367,1.0,10000,1ab1c7a355d0,discordance_overshoot,False
interneuron_subclass,negative,4,4,0.0,0.039325,0.0969396429485894,-0.40566479103760955,1.0,10000,1ab1c7a355d0,discordance_overshoot,False
HALLMARK_GLYCOLYSIS,positive,200,99,0.04040404040404041,0.04899595959595959,0.02156815125258165,-0.39836141221843274,0.7226277372262774,10000,1ab1c7a355d0,discordance_overshoot,False
HALLMARK_GLYCOLYSIS,negative,200,99,0.04040404040404041,0.04845454545454546,0.021472644974378313,-0.3749191150000902,0.7093290670932907,10000,1ab1c7a355d0,discordance_overshoot,False
HALLMARK_OXIDATIVE_PHOSPHORYLATION,positive,200,100,0.07,0.04427700000000001,0.02004538029073033,1.2832383136125978,0.1494850514948505,10000,1ab1c7a355d0,discordance_overshoot,False
HALLMARK_OXIDATIVE_PHOSPHORYLATION,negative,200,100,0.02,0.045824000000000004,0.0206330081180617,-1.251586770684892,0.9498050194980502,10000,1ab1c7a355d0,discordance_overshoot,False
HALLMARK_ANGIOGENESIS,positive,36,14,0.0,0.05590714285714284,0.0620434636166536,-0.9010964185135586,1.0,10000,1ab1c7a355d0,discordance_overshoot,False
HALLMARK_ANGIOGENESIS,negative,36,14,0.0,0.05498571428571426,0.060987116404589405,-0.901595575054545,1.0,10000,1ab1c7a355d0,discordance_overshoot,False
HALLMARK_HYPOXIA,positive,200,101,0.04950495049504951,0.05064455445544555,0.021434333278042693,-0.05316722221369267,0.5888411158884111,10000,1ab1c7a355d0,discordance_overshoot,False
HALLMARK_HYPOXIA,negative,200,101,0.039603960396039604,0.05210891089108913,0.022251979091154766,-0.561970260884358,0.7762223777622238,10000,1ab1c7a355d0,discordance_overshoot,False
endothelial,positive,6,5,0.0,0.050420000000000006,0.09780502850058374,-0.5155154164665375,1.0,10000,1ab1c7a355d0,coupling_angle,False
endothelial,negative,6,5,0.0,0.06056,0.1060400226329663,-0.5711051214088744,1.0,10000,1ab1c7a355d0,coupling_angle,False
pericyte_mural,positive,5,3,0.0,0.052033333333333334,0.12733716835411585,-0.4086264364590882,1.0,10000,1ab1c7a355d0,coupling_angle,False
pericyte_mural,negative,5,3,0.3333333333333333,0.0538,0.13002138285682088,2.149902786691282,0.1533846615338466,10000,1ab1c7a355d0,coupling_angle,False
astrocyte,positive,4,3,0.0,0.052866666666666666,0.12963454615015071,-0.40781310411989435,1.0,10000,1ab1c7a355d0,coupling_angle,False
astrocyte,negative,4,3,0.0,0.06083333333333332,0.13983869675848348,-0.4350250305779026,1.0,10000,1ab1c7a355d0,coupling_angle,False
glucose_lactate_transport,positive,5,3,0.0,0.0541,0.1313852308628671,-0.41176622094203796,1.0,10000,1ab1c7a355d0,coupling_angle,False
glucose_lactate_transport,negative,5,3,0.0,0.057166666666666664,0.13361958855064793,-0.42783148254492553,1.0,10000,1ab1c7a355d0,coupling_angle,False
glycolytic_enzymes,positive,6,5,0.0,0.06085999999999999,0.10607572955205163,-0.5737410457321986,1.0,10000,1ab1c7a355d0,coupling_angle,False
glycolytic_enzymes,negative,6,5,0.0,0.05462,0.10097849077897729,-0.5409072722185242,1.0,10000,1ab1c7a355d0,coupling_angle,False
interneuron_subclass,positive,4,4,0.0,0.032475,0.08797229322349168,-0.3691503177881015,1.0,10000,1ab1c7a355d0,coupling_angle,False
interneuron_subclass,negative,4,4,0.25,0.030375,0.0849771108887564,2.584519498285971,0.1171882811718828,10000,1ab1c7a355d0,coupling_angle,False
HALLMARK_GLYCOLYSIS,positive,200,99,0.030303030303030304,0.05195757575757575,0.022388089794269216,-0.9672350635331319,0.8936106389361064,10000,1ab1c7a355d0,coupling_angle,False
HALLMARK_GLYCOLYSIS,negative,200,99,0.050505050505050504,0.051995959595959595,0.021977565617473653,-0.06783777224733742,0.5922407759224078,10000,1ab1c7a355d0,coupling_angle,False
HALLMARK_OXIDATIVE_PHOSPHORYLATION,positive,200,100,0.02,0.053082000000000004,0.02189066641288017,-1.511237683496698,0.9756024397560243,10000,1ab1c7a355d0,coupling_angle,False
HALLMARK_OXIDATIVE_PHOSPHORYLATION,negative,200,100,0.03,0.05548900000000001,0.0227196144113407,-1.1218940400360382,0.9222077792220778,10000,1ab1c7a355d0,coupling_angle,False
HALLMARK_ANGIOGENESIS,positive,36,14,0.0,0.049257142857142854,0.05835551842467209,-0.8440871435445505,1.0,10000,1ab1c7a355d0,coupling_angle,False
HALLMARK_ANGIOGENESIS,negative,36,14,0.07142857142857142,0.04731428571428571,0.05692934396321138,0.4235827085917016,0.49195080491950804,10000,1ab1c7a355d0,coupling_angle,False
HALLMARK_HYPOXIA,positive,200,101,0.009900990099009901,0.04970000000000001,0.021339589765588085,-1.8650316307940191,0.995000499950005,10000,1ab1c7a355d0,coupling_angle,False
HALLMARK_HYPOXIA,negative,200,101,0.04950495049504951,0.0485920792079208,0.021465518157218262,0.042527335256602315,0.54994500549945,10000,1ab1c7a355d0,coupling_angle,False
endothelial,positive,6,5,0.0,0.050159999999999996,0.0973856991554715,-0.5150653580041769,1.0,10000,1ab1c7a355d0,baseline_oef,False
endothelial,negative,6,5,0.0,0.04484,0.09298050548367653,-0.4822516264753155,1.0,10000,1ab1c7a355d0,baseline_oef,False
pericyte_mural,positive,5,3,0.0,0.05403333333333333,0.12902350776333574,-0.4187867332861945,1.0,10000,1ab1c7a355d0,baseline_oef,False
pericyte_mural,negative,5,3,1.0,0.04666666666666666,0.1211977264179856,7.8659341351461185,0.00029997000299970003,10000,1ab1c7a355d0,baseline_oef,False
astrocyte,positive,4,3,0.0,0.05443333333333333,0.1314166867469864,-0.4142041218717727,1.0,10000,1ab1c7a355d0,baseline_oef,False
astrocyte,negative,4,3,0.0,0.054,0.13163754952309178,-0.41021729890624675,1.0,10000,1ab1c7a355d0,baseline_oef,False
glucose_lactate_transport,positive,5,3,0.0,0.05636666666666666,0.1332104391972007,-0.42314001069558194,1.0,10000,1ab1c7a355d0,baseline_oef,False
glucose_lactate_transport,negative,5,3,0.0,0.059233333333333325,0.13594227124449226,-0.4357241702016449,1.0,10000,1ab1c7a355d0,baseline_oef,False
glycolytic_enzymes,positive,6,5,0.0,0.056979999999999996,0.10329220493338305,-0.5516389163804616,1.0,10000,1ab1c7a355d0,baseline_oef,False
glycolytic_enzymes,negative,6,5,0.0,0.042660000000000003,0.08988951218023158,-0.47458261776374117,1.0,10000,1ab1c7a355d0,baseline_oef,False
interneuron_subclass,positive,4,4,0.0,0.040875,0.09828776309897383,-0.4158706914393777,1.0,10000,1ab1c7a355d0,baseline_oef,False
interneuron_subclass,negative,4,4,0.0,0.047075,0.10566548336613994,-0.4455097208695965,1.0,10000,1ab1c7a355d0,baseline_oef,False
HALLMARK_GLYCOLYSIS,positive,200,99,0.04040404040404041,0.05133737373737373,0.0223248553731462,-0.4897381483816757,0.75002499750025,10000,1ab1c7a355d0,baseline_oef,False
HALLMARK_GLYCOLYSIS,negative,200,99,0.08080808080808081,0.05137676767676768,0.022085558440838884,1.3326044351629822,0.1351864813518648,10000,1ab1c7a355d0,baseline_oef,False
HALLMARK_OXIDATIVE_PHOSPHORYLATION,positive,200,100,0.0,0.05163400000000001,0.02168109877289433,-2.381521367567992,1.0,10000,1ab1c7a355d0,baseline_oef,False
HALLMARK_OXIDATIVE_PHOSPHORYLATION,negative,200,100,0.12,0.04691,0.020976460616605463,3.484381914370254,0.0029997000299970002,10000,1ab1c7a355d0,baseline_oef,False
HALLMARK_ANGIOGENESIS,positive,36,14,0.0,0.04754285714285713,0.05667561834056787,-0.8388590814690133,1.0,10000,1ab1c7a355d0,baseline_oef,False
HALLMARK_ANGIOGENESIS,negative,36,14,0.42857142857142855,0.0502642857142857,0.05882810960409859,6.430720711630448,0.00019998000199980003,10000,1ab1c7a355d0,baseline_oef,False
HALLMARK_HYPOXIA,positive,200,101,0.04950495049504951,0.04712178217821783,0.020887014547985833,0.11409808287137377,0.5227477252274773,10000,1ab1c7a355d0,baseline_oef,False
HALLMARK_HYPOXIA,negative,200,101,0.09900990099009901,0.050975247524752486,0.022035982529192113,2.179828078993652,0.034996500349965,10000,1ab1c7a355d0,baseline_oef,False
endothelial,positive,6,5,0.0,0.02308,0.06713652954986578,-0.3437770786596481,1.0,10000,1ab1c7a355d0,macaque_vascular_CONTROL,False
endothelial,negative,6,5,0.0,0.00966,0.04297306598324118,-0.22479196629272968,1.0,10000,1ab1c7a355d0,macaque_vascular_CONTROL,False
pericyte_mural,positive,5,3,0.0,0.02666666666666666,0.09128709291752767,-0.2921186973360886,1.0,10000,1ab1c7a355d0,macaque_vascular_CONTROL,False
pericyte_mural,negative,5,3,0.0,0.012166666666666664,0.06304121226978782,-0.19299544264153495,1.0,10000,1ab1c7a355d0,macaque_vascular_CONTROL,False
astrocyte,positive,4,3,0.0,0.0191,0.07818547037511366,-0.2442909137511502,1.0,10000,1ab1c7a355d0,macaque_vascular_CONTROL,False
astrocyte,negative,4,3,0.0,0.004466666666666666,0.03861554091295369,-0.11567018254995647,1.0,10000,1ab1c7a355d0,macaque_vascular_CONTROL,False
glucose_lactate_transport,positive,5,3,0.3333333333333333,0.04123333333333332,0.11382164898549738,2.566295626565892,0.11968803119688032,10000,1ab1c7a355d0,macaque_vascular_CONTROL,False
glucose_lactate_transport,negative,5,3,0.0,0.039999999999999994,0.10923979738782626,-0.366166918618412,1.0,10000,1ab1c7a355d0,macaque_vascular_CONTROL,False
glycolytic_enzymes,positive,6,5,0.0,0.02478,0.06810250803017463,-0.3638632513948027,1.0,10000,1ab1c7a355d0,macaque_vascular_CONTROL,False
glycolytic_enzymes,negative,6,5,0.0,0.02364,0.06524684206917604,-0.3623163857483921,1.0,10000,1ab1c7a355d0,macaque_vascular_CONTROL,False
interneuron_subclass,positive,4,4,0.25,0.1412,0.17014717158977397,0.6394464214916107,0.46235376462353767,10000,1ab1c7a355d0,macaque_vascular_CONTROL,False
interneuron_subclass,negative,4,4,0.0,0.212225,0.1944332774372741,-1.0915055426582811,1.0,10000,1ab1c7a355d0,macaque_vascular_CONTROL,False
HALLMARK_GLYCOLYSIS,positive,200,99,0.020202020202020204,0.047437373737373736,0.02065963107333027,-1.3182884746916865,0.9571042895710429,10000,1ab1c7a355d0,macaque_vascular_CONTROL,False
HALLMARK_GLYCOLYSIS,negative,200,99,0.0707070707070707,0.04704242424242425,0.019458772525028343,1.2161428185775036,0.1650834916508349,10000,1ab1c7a355d0,macaque_vascular_CONTROL,False
HALLMARK_OXIDATIVE_PHOSPHORYLATION,positive,200,100,0.06,0.03321500000000001,0.017234087588265296,1.5541872967059722,0.10768923107689231,10000,1ab1c7a355d0,macaque_vascular_CONTROL,False
HALLMARK_OXIDATIVE_PHOSPHORYLATION,negative,200,100,0.02,0.027592000000000002,0.015036673036280332,-0.5048989215687607,0.7961203879612039,10000,1ab1c7a355d0,macaque_vascular_CONTROL,False
HALLMARK_ANGIOGENESIS,positive,36,14,0.07142857142857142,0.059092857142857134,0.06182903972294269,0.19951327630173302,0.5807419258074192,10000,1ab1c7a355d0,macaque_vascular_CONTROL,False
HALLMARK_ANGIOGENESIS,negative,36,14,0.0,0.05527857142857142,0.05819472896742312,-0.949889661991825,1.0,10000,1ab1c7a355d0,macaque_vascular_CONTROL,False
HALLMARK_HYPOXIA,positive,200,101,0.0297029702970297,0.05438316831683169,0.0215394821262179,-1.1458120429813492,0.9298070192980702,10000,1ab1c7a355d0,macaque_vascular_CONTROL,False
HALLMARK_HYPOXIA,negative,200,101,0.039603960396039604,0.054689108910891106,0.02083645203856774,-0.723978750649548,0.8281171882811719,10000,1ab1c7a355d0,macaque_vascular_CONTROL,False
endothelial,positive,6,5,0.0,0.038360000000000005,0.0864899439241349,-0.44351976957746303,1.0,10000,60046d3ad8eb,discordance_extraction,False
endothelial,negative,6,5,0.0,0.04102000000000001,0.08800772466096371,-0.46609544966675687,1.0,10000,60046d3ad8eb,discordance_extraction,False
pericyte_mural,positive,5,3,0.0,0.04499999999999999,0.11896544783161947,-0.3782610902595163,1.0,10000,60046d3ad8eb,discordance_extraction,False
pericyte_mural,negative,5,3,0.0,0.040466666666666665,0.11336374101880096,-0.356963049234194,1.0,10000,60046d3ad8eb,discordance_extraction,False
astrocyte,positive,4,3,0.0,0.046266666666666664,0.12107599083036882,-0.3821291599544924,1.0,10000,60046d3ad8eb,discordance_extraction,False
astrocyte,negative,4,3,0.3333333333333333,0.03933333333333333,0.11129340601411307,2.6416659398735445,0.11438856114388561,10000,60046d3ad8eb,discordance_extraction,False
glucose_lactate_transport,positive,5,3,0.0,0.05103333333333333,0.12730557725410147,-0.4008727224218228,1.0,10000,60046d3ad8eb,discordance_extraction,False
glucose_lactate_transport,negative,5,3,0.0,0.05486666666666666,0.13110930130577647,-0.4184803528065886,1.0,10000,60046d3ad8eb,discordance_extraction,False
glycolytic_enzymes,positive,6,4,0.0,0.046075,0.10336026497160308,-0.4457709160542353,1.0,10000,60046d3ad8eb,discordance_extraction,False
glycolytic_enzymes,negative,6,4,0.25,0.041275,0.09900820357424933,2.108158642061116,0.1558844115588441,10000,60046d3ad8eb,discordance_extraction,False
interneuron_subclass,positive,4,3,0.0,0.052,0.12860965921906659,-0.40432421884756004,1.0,10000,60046d3ad8eb,discordance_extraction,False
interneuron_subclass,negative,4,3,0.0,0.05966666666666666,0.13636511447010352,-0.43755081274652463,1.0,10000,60046d3ad8eb,discordance_extraction,False
HALLMARK_GLYCOLYSIS,positive,200,97,0.030927835051546393,0.049518556701030926,0.021902811224754733,-0.8487824443500271,0.8656134386561344,10000,60046d3ad8eb,discordance_extraction,False
HALLMARK_GLYCOLYSIS,negative,200,97,0.061855670103092786,0.04842371134020619,0.02150850412776323,0.624495254672248,0.3290670932906709,10000,60046d3ad8eb,discordance_extraction,False
HALLMARK_OXIDATIVE_PHOSPHORYLATION,positive,200,92,0.05434782608695652,0.04568478260869565,0.02180422590888799,0.39731029730019357,0.41135886411358863,10000,60046d3ad8eb,discordance_extraction,False
HALLMARK_OXIDATIVE_PHOSPHORYLATION,negative,200,92,0.03260869565217391,0.04085652173913043,0.020643083125041484,-0.3995442946674635,0.7331266873312668,10000,60046d3ad8eb,discordance_extraction,False
HALLMARK_ANGIOGENESIS,positive,36,14,0.0,0.0508642857142857,0.058980003096864304,-0.8623988308503484,1.0,10000,60046d3ad8eb,discordance_extraction,False
HALLMARK_ANGIOGENESIS,negative,36,14,0.0,0.055757142857142845,0.06087221644308574,-0.9159703082156474,1.0,10000,60046d3ad8eb,discordance_extraction,False
HALLMARK_HYPOXIA,positive,200,97,0.07216494845360824,0.0508319587628866,0.022130871695108016,0.9639471045072868,0.22187781221877811,10000,60046d3ad8eb,discordance_extraction,False
HALLMARK_HYPOXIA,negative,200,97,0.041237113402061855,0.050036082474226806,0.021483006826671282,-0.4095780978499238,0.7279272072792721,10000,60046d3ad8eb,discordance_extraction,False
endothelial,positive,6,5,0.0,0.03344,0.08105409551651292,-0.4125639770193643,1.0,10000,60046d3ad8eb,discordance_overshoot,False
endothelial,negative,6,5,0.0,0.041440000000000005,0.08837831408213218,-0.46889330748591534,1.0,10000,60046d3ad8eb,discordance_overshoot,False
pericyte_mural,positive,5,3,0.0,0.034,0.10402777406912915,-0.3268357926932679,1.0,10000,60046d3ad8eb,discordance_overshoot,False
pericyte_mural,negative,5,3,0.0,0.053266666666666664,0.12947070024612603,-0.4114186960092578,1.0,10000,60046d3ad8eb,discordance_overshoot,False
astrocyte,positive,4,3,0.3333333333333333,0.0347,0.10512595091391827,2.840719448786412,0.10108989101089891,10000,60046d3ad8eb,discordance_overshoot,False
astrocyte,negative,4,3,0.0,0.04359999999999999,0.1170428981185958,-0.3725129905431897,1.0,10000,60046d3ad8eb,discordance_overshoot,False
glucose_lactate_transport,positive,5,3,0.0,0.05486666666666666,0.1310245269660099,-0.41875111429251755,1.0,10000,60046d3ad8eb,discordance_overshoot,False
glucose_lactate_transport,negative,5,3,0.0,0.045733333333333334,0.11980361708507246,-0.38173583107142856,1.0,10000,60046d3ad8eb,discordance_overshoot,False
glycolytic_enzymes,positive,6,4,0.0,0.038175,0.09406869497872285,-0.4058204486480301,1.0,10000,60046d3ad8eb,discordance_overshoot,False
glycolytic_enzymes,negative,6,4,0.0,0.0428,0.10157834414874067,-0.42134965241536293,1.0,10000,60046d3ad8eb,discordance_overshoot,False
interneuron_subclass,positive,4,3,0.0,0.07426666666666666,0.15120264547950213,-0.49117306401054117,1.0,10000,60046d3ad8eb,discordance_overshoot,False
interneuron_subclass,negative,4,3,0.0,0.043399999999999994,0.11740147642456064,-0.3696716712748309,1.0,10000,60046d3ad8eb,discordance_overshoot,False
HALLMARK_GLYCOLYSIS,positive,200,97,0.020618556701030927,0.04835773195876289,0.021431979342753166,-1.2942890068206163,0.9542045795420458,10000,60046d3ad8eb,discordance_overshoot,False
HALLMARK_GLYCOLYSIS,negative,200,97,0.05154639175257732,0.048004123711340205,0.02158788251015338,0.16408594217478648,0.5033496650334967,10000,60046d3ad8eb,discordance_overshoot,False
HALLMARK_OXIDATIVE_PHOSPHORYLATION,positive,200,92,0.03260869565217391,0.03949347826086956,0.02012544672448573,-0.3420934055749054,0.7116288371162883,10000,60046d3ad8eb,discordance_overshoot,False
HALLMARK_OXIDATIVE_PHOSPHORYLATION,negative,200,92,0.021739130434782608,0.04635760869565217,0.021883563649158413,-1.1249757423223126,0.9303069693030697,10000,60046d3ad8eb,discordance_overshoot,False
HALLMARK_ANGIOGENESIS,positive,36,14,0.0,0.06007142857142855,0.06372449469779885,-0.9426740667981086,1.0,10000,60046d3ad8eb,discordance_overshoot,False
HALLMARK_ANGIOGENESIS,negative,36,14,0.0,0.05508571428571428,0.06108084973280605,-0.9018491806627269,1.0,10000,60046d3ad8eb,discordance_overshoot,False
HALLMARK_HYPOXIA,positive,200,97,0.041237113402061855,0.05110103092783505,0.022128557419304442,-0.44575510905957844,0.7388261173882612,10000,60046d3ad8eb,discordance_overshoot,False
HALLMARK_HYPOXIA,negative,200,97,0.07216494845360824,0.051215463917525766,0.02183929942714724,0.9592562529749152,0.22767723227677233,10000,60046d3ad8eb,discordance_overshoot,False
endothelial,positive,6,5,0.0,0.051460000000000006,0.09933714511702055,-0.518033812421118,1.0,10000,60046d3ad8eb,coupling_angle,False
endothelial,negative,6,5,0.0,0.053320000000000006,0.10002488490370785,-0.5330673467040747,1.0,10000,60046d3ad8eb,coupling_angle,False
pericyte_mural,positive,5,3,0.0,0.0385,0.11073479328758622,-0.3476775352802866,1.0,10000,60046d3ad8eb,coupling_angle,False
pericyte_mural,negative,5,3,0.0,0.054,0.13146862743635834,-0.4107443810207911,1.0,10000,60046d3ad8eb,coupling_angle,False
astrocyte,positive,4,3,0.0,0.05833333333333333,0.13456720749622966,-0.4334884732966442,1.0,10000,60046d3ad8eb,coupling_angle,False
astrocyte,negative,4,3,0.3333333333333333,0.05303333333333333,0.12917997350810828,2.169840977575416,0.15098490150984903,10000,60046d3ad8eb,coupling_angle,False
glucose_lactate_transport,positive,5,3,0.3333333333333333,0.06053333333333333,0.13736465662203245,1.9859548060504855,0.17118288171182883,10000,60046d3ad8eb,coupling_angle,False
glucose_lactate_transport,negative,5,3,0.0,0.0556,0.13113934912484845,-0.4239764828104125,1.0,10000,60046d3ad8eb,coupling_angle,False
glycolytic_enzymes,positive,6,4,0.0,0.050075,0.10792934899738811,-0.463960919482724,1.0,10000,60046d3ad8eb,coupling_angle,False
glycolytic_enzymes,negative,6,4,0.0,0.05715,0.11552652292871972,-0.49469159593128026,1.0,10000,60046d3ad8eb,coupling_angle,False
interneuron_subclass,positive,4,3,0.0,0.0451,0.12045926466837013,-0.37440042593786677,1.0,10000,60046d3ad8eb,coupling_angle,False
interneuron_subclass,negative,4,3,0.6666666666666666,0.04766666666666666,0.12236148631547972,5.058781309701135,0.0057994200579942,10000,60046d3ad8eb,coupling_angle,False
HALLMARK_GLYCOLYSIS,positive,200,97,0.05154639175257732,0.050938144329896906,0.02210353275066041,0.02751810896211772,0.5584441555844416,10000,60046d3ad8eb,coupling_angle,False
HALLMARK_GLYCOLYSIS,negative,200,97,0.020618556701030927,0.050497938144329894,0.0223508319441587,-1.3368353141372809,0.9603039696030397,10000,60046d3ad8eb,coupling_angle,False
HALLMARK_OXIDATIVE_PHOSPHORYLATION,positive,200,92,0.010869565217391304,0.04885760869565217,0.022378568534009942,-1.6975189195201805,0.9902009799020098,10000,60046d3ad8eb,coupling_angle,False
HALLMARK_OXIDATIVE_PHOSPHORYLATION,negative,200,92,0.043478260869565216,0.05330326086956521,0.02327931204586859,-0.422048554555273,0.7291270872912708,10000,60046d3ad8eb,coupling_angle,False
HALLMARK_ANGIOGENESIS,positive,36,14,0.14285714285714285,0.05074999999999999,0.058304695351232214,1.5797551518326605,0.15478452154784522,10000,60046d3ad8eb,coupling_angle,False
HALLMARK_ANGIOGENESIS,negative,36,14,0.14285714285714285,0.051514285714285714,0.05928444749076873,1.5407558138596178,0.1606839316068393,10000,60046d3ad8eb,coupling_angle,False
HALLMARK_HYPOXIA,positive,200,97,0.030927835051546393,0.04942886597938144,0.02157377739727471,-0.857570308024601,0.8687131286871312,10000,60046d3ad8eb,coupling_angle,False
HALLMARK_HYPOXIA,negative,200,97,0.041237113402061855,0.048421649484536075,0.021439904543983833,-0.33510112266289194,0.7011298870112989,10000,60046d3ad8eb,coupling_angle,False
endothelial,positive,6,5,0.0,0.0462,0.09394445167225152,-0.4917799739912277,1.0,10000,60046d3ad8eb,baseline_oef,False
endothelial,negative,6,5,0.0,0.05396,0.1006792848603922,-0.5359593095523484,1.0,10000,60046d3ad8eb,baseline_oef,False
pericyte_mural,positive,5,3,0.0,0.04986666666666666,0.12464163741614508,-0.400080323882261,1.0,10000,60046d3ad8eb,baseline_oef,False
pericyte_mural,negative,5,3,1.0,0.05013333333333333,0.1264822517193618,7.509881060421237,0.00029997000299970003,10000,60046d3ad8eb,baseline_oef,False
astrocyte,positive,4,3,0.0,0.05389999999999999,0.12976607586131456,-0.41536279526249037,1.0,10000,60046d3ad8eb,baseline_oef,False
astrocyte,negative,4,3,0.0,0.045666666666666654,0.11955054718960233,-0.3819862622146026,1.0,10000,60046d3ad8eb,baseline_oef,False
glucose_lactate_transport,positive,5,3,0.0,0.061499999999999985,0.13882833124242167,-0.4429931516832025,1.0,10000,60046d3ad8eb,baseline_oef,False
