cell,gene_set,n_genes,mediator,outcome,adjusted,probe_selection,lr_mirror,missing,a,a_p,b,b_p,c,c_p,c_prime,c_prime_p,indirect,indirect_p,indirect_p_product,indirect_ci_lo,indirect_ci_hi,proportion_mediated,limiting_path,n_valid,n_perm_exposure,n_perm_outcome,n_boot,method,n_covariates,indirect_p_fdr
01e98e73f708,glycolytic_enzymes,6,baseline_cbv,discordance_overshoot,False,diff_stability,,,0.00011131725417438775,0.9992000799920008,-0.2017787175800515,0.2773722627737226,-0.015906049534834894,0.8941105889411058,-0.015883588082043053,0.8919108089191081,-2.2461452791840596e-05,0.9992000799920008,0.9992000799920008,-0.05479543748296619,0.04183440653078689,,a,99,10000,10000,500,spearman,0,0.9992000799920008
01e98e73f708,glycolytic_enzymes,6,baseline_cbv,discordance_overshoot,True,diff_stability,,,0.0010628531770949053,0.9935006499350065,-0.2381527414179406,0.1777822217778222,0.05033397408894853,0.6773322667733227,0.050587095486798454,0.666933306669333,-0.0002531213978499196,0.9935006499350065,0.9935006499350065,-0.0646959479773316,0.05862482627187268,-0.005028837925704254,a,99,10000,10000,500,spearman,3,0.9935006499350064
01e98e73f708,glycolytic_enzymes,6,baseline_cbv,coupling_angle,False,diff_stability,,,0.00011131725417438775,0.9992000799920008,-0.15544397235632407,0.24787521247875213,-0.03944341372912798,0.7087291270872913,-0.039426110132947306,0.7233276672332767,-1.730359618066543e-05,0.9992000799920008,0.9992000799920008,-0.039104665804519496,0.04559919909434442,,a,99,10000,10000,500,spearman,0,0.9992000799920008
01e98e73f708,glycolytic_enzymes,6,baseline_cbv,coupling_angle,True,diff_stability,,,0.0010628531770949053,0.9935006499350065,-0.17440023609915523,0.20137986201379862,-0.01542806363239931,0.8746125387461254,-0.015242701787375221,0.8915108489151085,-0.00018536184502408872,0.9935006499350065,0.9935006499350065,-0.04825183139980435,0.0449774160462473,,a,99,10000,10000,500,spearman,3,0.9935006499350064
01e98e73f708,interneuron_subclass,4,baseline_oef,discordance_extraction,False,diff_stability,,,-0.07481756338899193,0.5953404659534046,-0.2936220425211212,0.05499450054994501,-0.0658505125111188,0.6139386061393861,-0.08781859828984807,0.48875112488751127,0.021968085778729267,0.5953404659534046,0.585041495850415,-0.036340499589687894,0.08440283262874325,-0.33360538803733647,a,99,10000,10000,500,spearman,0,0.9380961903809618
01e98e73f708,interneuron_subclass,4,baseline_oef,discordance_extraction,True,diff_stability,,,-0.08636102977089827,0.5558444155584441,-0.24724555127187298,0.11708829117088292,-0.06090021435419703,0.6320367963203679,-0.0822525947683094,0.5238476152384761,0.021352380414112377,0.5558444155584441,0.5408459154084592,-0.030938574875081316,0.08238423312347644,-0.35061256582655764,a,99,10000,10000,500,spearman,3,0.964003599640036
01e98e73f708,interneuron_subclass,4,baseline_oef,discordance_overshoot,False,diff_stability,,,-0.07481756338899193,0.5953404659534046,0.11664816976598853,0.4801519848015198,0.10305135718124235,0.44245575442455753,0.11177868901691909,0.39856014398560147,-0.00872733183567674,0.5953404659534046,0.5520447955204479,-0.04850113157758874,0.01553708057652806,-0.08468914989957366,a,99,10000,10000,500,spearman,0,0.9380961903809618
01e98e73f708,interneuron_subclass,4,baseline_oef,discordance_overshoot,True,diff_stability,,,-0.08636102977089827,0.5558444155584441,0.049706898461901905,0.775022497750225,0.10785285822085318,0.38886111388861117,0.1121455971587405,0.3992600739926007,-0.004292738937887328,0.775022497750225,0.3722627737226277,-0.037808349405828855,0.015393198650876804,-0.039801809694250026,b,99,10000,10000,500,spearman,3,0.964003599640036
01e98e73f708,interneuron_subclass,4,baseline_oef,coupling_angle,False,diff_stability,,,-0.07481756338899193,0.5953404659534046,0.13675871558621994,0.31466853314668536,-0.05586889301175016,0.6064393560643936,-0.04563693913938103,0.6599340065993401,-0.010231953872369129,0.5953404659534046,0.6025397460253975,-0.0597958853805474,0.022841400950574044,0.18314223391211953,a,99,10000,10000,500,spearman,0,0.9380961903809618
01e98e73f708,interneuron_subclass,4,baseline_oef,coupling_angle,True,diff_stability,,,-0.08636102977089827,0.5558444155584441,0.12568879035353595,0.37046295370462956,-0.04945826428072697,0.6442355764423557,-0.03860365091513707,0.7185281471852815,-0.010854613365589908,0.5558444155584441,0.5601439856014399,-0.06043193692729071,0.02415091823830925,,a,99,10000,10000,500,spearman,3,0.964003599640036
