gene,rho,p_spin,p_fdr
IER5L,0.32309491571280213,0.0046995300469953,0.24297011292659557
FAM168A,0.3223306142190415,0.0045995400459954,0.24297011292659557
CALCOCO1,0.3219033275571753,0.009599040095990401,0.2547897459389009
PFKM,0.3214579865293149,0.0044995500449955,0.24297011292659557
ANKH,0.31992938354179357,0.015298470152984701,0.2888058382425816
NDRG4,0.31992336541979555,0.0023997600239976003,0.2386294703862947
RALGPS1,0.31979096673583696,0.012198780121987801,0.27267013183074756
CUX1,0.3197247673938577,0.022497750224977502,0.31151668226679136
IFIT5,0.3195442237339142,0.004899510048995101,0.24297011292659557
INPP5A,0.31823227313832514,0.0072992700729927005,0.2488564476885645
CYR61,0.31806978384437606,0.007899210078992101,0.2528016861235225
ZW10,0.3179193307944232,0.0031996800319968005,0.24297011292659557
LOC100507507,0.3174318629125758,0.0058994100589941,0.24574532837978338
FAM155A,0.31706475747069085,0.0081991800819918,0.2528016861235225
KIAA0513,0.3166434889308228,0.005599440055994401,0.24574532837978338
PPP3CC,0.31594538677904144,0.0131986801319868,0.276460971789
SYNE4,0.315295429603245,0.022297770222977704,0.30986629597909776
COL7A1,0.3150125778693336,0.009599040095990401,0.2547897459389009
LAMC1,0.31440474754752396,0.015498450154984501,0.2899722222899661
GSE1,0.31359831919977665,0.0165983401659834,0.29125536750499903
SIRT4,0.3127256915100499,0.0156984301569843,0.2906227362875224
EFNA5,0.3126655102900688,0.008799120087991202,0.2528016861235225
FMC1,0.3126294015580801,0.0044995500449955,0.24297011292659557
GAA,0.3123946948001535,0.010698930106989302,0.2638954754042281
NUB1,0.3123224773361762,0.0091990800919908,0.2547514201648427
SETD6,0.3121900786522177,0.030396960303969604,0.3340617227675513
TICAM1,0.3119373175282968,0.0122987701229877,0.27267013183074756
NFATC2IP,0.3118711181863175,0.007399260073992601,0.250042837125979
GLCCI1,0.31121514288852303,0.023497650234976502,0.31293485234809854
RNF112,0.3110526535945739,0.007599240075992401,0.2523539853806827
RNF6,0.31050500449274543,0.0131986801319868,0.276460971789
RAB24,0.3103665876867888,0.013098690130986902,0.276460971789
NR4A1,0.3101318809288623,0.016198380161983803,0.29125536750499903
LRRN3,0.31004160909889056,0.0164983501649835,0.29125536750499903
HKR1,0.30990319229293395,0.006099390060993901,0.24574532837978338
ITPR1,0.3093976700450923,0.010798920107989201,0.2646597960012306
GLIS1,0.3087778034792864,0.0093990600939906,0.2547897459389009
HDGFL2,0.3078931395455635,0.004899510048995101,0.24297011292659557
HERC3,0.30788712142356545,0.0072992700729927005,0.2488564476885645
METTL24,0.30783295832558233,0.018998100189981004,0.29125536750499903
GBP2,0.30782694020358425,0.0136986301369863,0.2791001004611581
MREG,0.30761630593365025,0.013598640135986401,0.2791001004611581
XKR8,0.3074839072496917,0.0122987701229877,0.27267013183074756
NANOG,0.3069964393678444,0.0047995200479952005,0.24297011292659557
CCNB1IP1,0.30697838500185,0.027297270272972702,0.32469084379905566
RALGAPA1,0.30649091712000265,0.0226977302269773,0.3124413083167208
DCBLD2,0.3063344459480517,0.026997300269973004,0.32469084379905566
NCDN,0.30625621036207623,0.0065993400659934,0.24574532837978338
ARHGEF18,0.30606964858013463,0.0165983401659834,0.29125536750499903
TMEM120B,0.30600946736015355,0.0093990600939906,0.2547897459389009
TAF6,0.30504656784045503,0.008999100089991,0.2528953626376493
PLXNA4,0.30460122681259455,0.008799120087991202,0.2528016861235225
NCOA2,0.3044868824946304,0.010698930106989302,0.2638954754042281
EPM2AIP1,0.304414665030653,0.009999000099990002,0.256529530993389
JAKMIP3,0.304414665030653,0.017298270172982702,0.29125536750499903
SLC7A5,0.30403552334477185,0.0084991500849915,0.2528016861235225
