gene,rho,p_spin,p_fdr,p_maxt
EGR4,-0.07125713942971366,0.6316368363163684,0.8466019121852437,1.0
HOMER3,-0.07126917407579197,0.6072392760723928,0.8370695724677306,1.0
ZMYM4,-0.0712992606909878,0.6079392060793921,0.837570040805221,1.0
HNRNPD,-0.07132934730618357,0.652034796520348,0.8566319254356461,1.0
FAM110A,-0.07160012684294569,0.7091290870912909,0.8790082963988487,1.0
SMAD7,-0.0716723347194156,0.6114388561143885,0.8382012558350955,1.0
PPARD,-0.07174454259588549,0.6179382061793821,0.8413832028227777,1.0
STAR,-0.07176259456500297,0.5818418158184182,0.8264308754309754,1.0
ZNF248,-0.07178666385715957,0.5956404359564044,0.8315077913816474,1.0
LOC440434,-0.0718287851184337,0.5577442255774423,0.8135979859602477,1.0
RAB3B,-0.0718709063797078,0.6698330166983302,0.8631752752144141,1.0
KPNB1,-0.0719732008713735,0.5062493750624938,0.7876131250972267,1.0
PSMD9,-0.07197320087137356,0.6200379962003799,0.8427325557966789,1.0
SMIM37,-0.07200328748656928,0.6046395360463953,0.836203613681185,1.0
SBNO1,-0.07204540874784336,0.5900409959004099,0.8306694101232078,1.0
CD320,-0.07221991111597897,0.6114388561143885,0.8382012558350955,1.0
PCDHB9,-0.07226804970029226,0.531046895310469,0.799523181863988,1.0
NKX6-3,-0.07243653474538868,0.6311368863113689,0.8466019121852437,1.0
ZNF37A,-0.07244255206842784,0.5793420657934206,0.8248553392619165,1.0
FLJ23867,-0.07246662136058449,0.6247375262473752,0.8447780530371355,1.0
NAPA,-0.07252679459097609,0.6093390660933906,0.8377669214818583,1.0
PTPRD-AS1,-0.07256891585225021,0.6316368363163684,0.8466019121852437,1.0
GPC2,-0.07261103711352432,0.6016398360163984,0.8352052959742029,1.0
ANKRD13A,-0.0726411237287201,0.6171382861713829,0.8413832028227777,1.0
HSPB6,-0.07281562609685568,0.6012398760123988,0.8352052959742029,1.0
ZSWIM4,-0.07282164341989483,0.6103389661033897,0.8378915106520491,1.0
ZNF215,-0.07288783397332557,0.5581441855814419,0.8138718447546881,1.0
PARG,-0.07290588594244306,0.6626337366263374,0.8617495296540808,1.0
ANKRD18DP,-0.07290588594244307,0.5757424257574243,0.822907280966503,1.0
FLRT2,-0.07292995523459969,0.644035596440356,0.8519753405825337,1.0
SCAF11,-0.07296004184979549,0.5846415358464153,0.8279430502583857,1.0
LYPLA1,-0.07299012846499128,0.5660433956604339,0.8168115318567786,1.0
RNF157,-0.07302021508018706,0.6127387261273872,0.838933600392192,1.0
HRC,-0.07306835366450035,0.6432356764323568,0.8517400502875868,1.0
IFT74,-0.07307437098753952,0.5357464253574643,0.8011649605170112,1.0
HINFP,-0.07308038831057861,0.5512448755124487,0.8104283477363263,1.0
LY96,-0.07310445760273528,0.6698330166983302,0.8631752752144141,1.0
MRPL33,-0.07318268280224434,0.643035696430357,0.8517400502875868,1.0
SLC25A51P1,-0.07324285603263593,0.5086491350864913,0.7890788698907887,1.0
OPRL1,-0.07325489067871424,0.5536446355364464,0.8113210459618923,1.0
PCDH11X,-0.07327294264783173,0.6376362363763624,0.8495027537885322,1.0
TLK2,-0.07339328910861488,0.5646435356464353,0.8166446830627906,1.0
LOXL1,-0.0734654969850848,0.652934706529347,0.8569488704791396,1.0
SCRN2,-0.07347151430812396,0.6256374362563744,0.8454262043844947,1.0
CCL27,-0.0735076182463589,0.6772322767723228,0.8655843297523272,1.0
BTN2A1,-0.0735617741537113,0.5577442255774423,0.8135979859602477,1.0
ANKRD20A12P,-0.07357380879978961,0.5733426657334266,0.8218161551439698,1.0
ITPK1,-0.0736520339992987,0.662033796620338,0.8615200576990147,1.0
EXOSC10,-0.07370017258361197,0.5520447955204479,0.8108356150214163,1.0
ZNF44,-0.07377238046008186,0.5584441555844416,0.8139193669325914,1.0
MRPS30,-0.07389272692086503,0.623037696230377,0.8441439904764161,1.0
MCF2L-AS1,-0.0739950214125307,0.6321367863213678,0.8466019121852437,1.0
CASP5,-0.07407324661203978,0.6033396660333966,0.8359131572391892,1.0
SLC41A2,-0.07410333322723556,0.567943205679432,0.8186664889233685,1.0
ICAM2,-0.0741514718115488,0.6434356564343565,0.8517400502875868,1.0
SULT4A1,-0.07428987024144952,0.48665133486651335,0.7758023039953602,1.0
SPTSSB,-0.07435606079488019,0.6608339166083391,0.8612737706688124,1.0
TRIM2,-0.07477125608458215,0.6193380661933806,0.8419572789264852,1.0
ZNF711,-0.07486151593016949,0.6007399260073992,0.8347237739994117,1.0
TPCN1,-0.07495177577575693,0.5847415258474152,0.8279430502583857,1.0
ABCG4,-0.0749818623909527,0.5698430156984302,0.8200179982001801,1.0
ARFGEF2,-0.07498186239095272,0.611038896110389,0.8382012558350955,1.0
PSMC2,-0.07499389703703097,0.5453454654534546,0.8062299743050744,1.0
SLF1,-0.07505407026742257,0.6457354264573543,0.8526064246734218,1.0
TMEM201,-0.07510822617477501,0.6035396460353964,0.8359768498068995,1.0
PLEKHA8,-0.07513831278997085,0.5885411458854115,0.8293423826825476,1.0
KIAA1324L,-0.07520450334340156,0.5953404659534046,0.8315077913816474,1.0
ULK4,-0.07522255531251903,0.5957404259574043,0.8315077913816474,1.0
LOC643406,-0.07526467657379314,0.6113388661133886,0.8382012558350955,1.0
MROH6,-0.075372988388498,0.5729427057294271,0.821683065338326,1.0
GIPC1,-0.07537900571153715,0.5646435356464353,0.8166446830627906,1.0
TMEM170B,-0.0753970576806546,0.6521347865213478,0.8566319254356461,1.0
COL6A1,-0.07542112697281125,0.5637436256374363,0.8164489442294441,1.0
ZC3H4,-0.07544519626496791,0.6156384361563844,0.8406265620101098,1.0
GALE,-0.07546926555712455,0.5535446455354465,0.8113210459618923,1.0
YOD1,-0.07549333484928117,0.6294370562943705,0.8466019121852437,1.0
CYP26B1,-0.07552943878751611,0.5497450254974503,0.809317532738089,1.0
INPP5F,-0.07554749075663358,0.5691430856914309,0.8194720231374648,1.0
ZNF821,-0.07566783721741674,0.5424457554244576,0.805046961454725,1.0
TMEM229B,-0.07590853013898309,0.6114388561143885,0.8382012558350955,1.0
ADCK2,-0.07592658210810056,0.50994900509949,0.7895162864665914,1.0
MFSD4A,-0.07592658210810056,0.5148485151484852,0.7918164304587373,1.0
SAMD12,-0.075980738015453,0.4891510848915108,0.7758023039953602,1.0
TUBGCP4,-0.0760228592767271,0.5327467253274673,0.7999415322655602,1.0
XKR9,-0.07602285927672714,0.5764423557644236,0.8230292011751916,1.0
SPCS3,-0.07602887659976626,0.4928507149285071,0.7787731733625154,1.0
KRBA1,-0.07638389865907663,0.5649435056494351,0.8166446830627906,1.0
PIK3CA,-0.07646212385858564,0.6016398360163984,0.8352052959742029,1.0
PPM1J,-0.07648619315074229,0.5764423557644236,0.8230292011751916,1.0
FAM210B,-0.0764861931507423,0.6123387661233877,0.838933600392192,1.0
MUM1,-0.07650424511985976,0.6060393960603939,0.836467990480549,1.0
MIB2,-0.07663060890368212,0.593040695930407,0.8314059838761143,1.0
GRIK5,-0.07689537111740505,0.5229477052294771,0.7964672158677699,1.0
PHF21B,-0.07700970025514908,0.51004899510049,0.7895162864665914,1.0
RPS6KL1,-0.07708792545465813,0.43795620437956206,0.7543536171753278,1.0
NEFH,-0.07708792545465815,0.5851414858514149,0.828356440841704,1.0
SLC4A8,-0.07711199474681477,0.5840415958404159,0.8279430502583857,1.0
ALG10B,-0.07719021994632382,0.6784321567843216,0.8659470159473238,1.0
ENO3,-0.07719021994632383,0.5227477252274773,0.7964672158677699,1.0
TMEM184C,-0.07719623726936299,0.5168483151684832,0.7931520847915208,1.0
SLC12A6,-0.07720225459240215,0.5432456754324567,0.8054696173529756,1.0
ABI2,-0.0772082719154413,0.48095190480951905,0.7720596713874028,1.0
MIR4435-2HG,-0.07722632388455879,0.5976402359764024,0.8323770855164347,1.0
LTB,-0.07725641049975458,0.6017398260173983,0.8352052959742029,1.0
HSBP1L1,-0.07733463569926363,0.5757424257574243,0.822907280966503,1.0
SULT1A2,-0.07737073963749858,0.5343465653434657,0.8007890105870227,1.0
GPR4,-0.07744896483700765,0.5415458454154585,0.8048015651659705,1.0
OXNAD1,-0.07752117271347754,0.5812418758124187,0.8260376482270245,1.0
NELL1,-0.07758736326690828,0.5361463853614639,0.8012876873232218,1.0
LANCL1,-0.07761744988210405,0.5809419058094191,0.8260376482270245,1.0
