gene,rho,p_spin,p_fdr
MGA,0.1938793879387939,0.2618738126187381,0.9999000099990001
PIGQ,0.19368736873687373,0.36596340365963403,0.9999000099990001
ALPL,0.19366336633663367,0.49655034496550343,0.9999000099990001
PRPF39,0.19362736273627362,0.3114688531146885,0.9999000099990001
ZNF501,0.19341134113411346,0.073992600739926,0.9999000099990001
SMARCC1,0.19306330633063312,0.39536046395360464,0.9999000099990001
MAP3K5,0.19288328832883286,0.32666733326667335,0.9999000099990001
N4BP2,0.19277527752775275,0.42405759424057593,0.9999000099990001
TNRC6C,0.1926912691269127,0.31986801319868013,0.9999000099990001
NCALD,0.1926912691269127,0.3173682631736826,0.9999000099990001
TAC3,0.1925952595259526,0.43225677432256776,0.9999000099990001
FUOM,0.19211521152115213,0.49745025497450257,0.9999000099990001
ABCA1,0.19203120312031208,0.2695730426957304,0.9999000099990001
HIST1H2BF,0.19175517551755178,0.30246975302469753,0.9999000099990001
PBX4,0.19134713471347137,0.5255474452554745,0.9999000099990001
TMEM132D,0.1910711071107111,0.32426757324267574,0.9999000099990001
