parcellation,parcel_index,parcel_name,hemisphere,baseline_oef,baseline_cbf,baseline_cmro2,coupling_n_angle,discordance_risk,discordance_risk_extraction,discordance_risk_overshoot,discordance_risk_n,dropout_snr_coverage,venous_partial_volume,map_reliability_coupling,n_subjects_coupling,baseline_source,coupling_source,ahba_n_samples
schaefer200x7,52,7Networks_LH_SalVentAttn_Med_1,L,0.3158707022666931,49.822044372558594,119.49517822265624,0.8917478425250288,0.6,0.275,0.325,40,0.5752212405204773,0.0191870275884866,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,7
schaefer200x7,53,7Networks_LH_SalVentAttn_Med_2,L,0.3159298896789551,38.91386413574219,91.92738342285156,-0.1682703030294604,0.625,0.425,0.2,40,0.6267605423927307,0.0162684489041566,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,13
schaefer200x7,54,7Networks_LH_SalVentAttn_Med_3,L,0.3483695387840271,46.00539779663086,115.01695251464844,0.3430599282468862,0.825,0.375,0.45,40,0.7972972989082336,0.0130231706425547,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,4
schaefer200x7,55,7Networks_LH_Limbic_OFC_1,L,0.6471108198165894,34.10200881958008,168.29649353027344,0.478981833031493,0.775,0.375,0.4,40,0.5714285969734192,0.0097101666033267,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,8
schaefer200x7,56,7Networks_LH_Limbic_OFC_2,L,,,,0.3346225352287746,0.525,0.15,0.375,40,0.3333333432674408,0.0017652943497523,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,37
schaefer200x7,57,7Networks_LH_Limbic_TempPole_1,L,0.2758859992027282,17.230411529541016,57.04547119140625,0.8507472226936421,0.5641025641025641,0.1282051282051282,0.4358974358974359,39,0.3539822995662689,0.0109701724722981,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,36
schaefer200x7,58,7Networks_LH_Limbic_TempPole_2,L,0.8874841928482056,17.01897621154785,111.93167877197266,0.8314058590371135,0.475,0.2,0.275,40,0.5163934230804443,0.000159616334713,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,31
schaefer200x7,59,7Networks_LH_Limbic_TempPole_3,L,,,,-0.0128306457554822,0.65,0.225,0.425,40,0.6351351141929626,0.0011130208149552,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,18
schaefer200x7,60,7Networks_LH_Limbic_TempPole_4,L,0.2662851214408874,41.79573059082031,85.48709106445312,0.0823300832230079,0.65,0.325,0.325,40,0.6499999761581421,0.010204947553575,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,9
schaefer200x7,61,7Networks_LH_Cont_Par_1,L,0.3120756447315216,50.60527420043945,123.25678253173828,0.8552354376178837,0.6,0.325,0.275,40,0.3888888955116272,0.0100747290998697,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,3
