parcellation,parcel_index,gene_set,score_median,score_q1,score_q3,n_cells,n_genes_present,n_genes_frozen
schaefer200x7,18,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.3474018150205353,0.2860422436066987,0.3923863632944762,12,199,200
schaefer200x7,19,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.7919452792245079,0.21135165666728228,1.0429055864723198,12,199,200
schaefer200x7,20,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.33783364983550035,0.27214272337061207,0.5039549386272959,12,199,200
schaefer200x7,21,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.37969713558183016,0.3032350159698265,0.4384069876197694,12,199,200
schaefer200x7,22,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.3070587137481563,0.24240940737779096,0.3480516098980907,12,199,200
schaefer200x7,23,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.8282337718143176,0.7675690791890635,0.8890249890788569,12,199,200
schaefer200x7,24,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.6639959020975805,0.6087642497171136,0.7288005627125921,12,199,200
schaefer200x7,25,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.16384545809107304,0.028588078959290872,0.29269195277037025,12,199,200
schaefer200x7,26,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.914722432519887,0.8370834567907942,0.9615053688013142,12,199,200
schaefer200x7,27,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.6081154711277627,0.40459537039643606,0.7530533616170685,12,199,200
schaefer200x7,28,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.6704838555503809,0.6301142937715302,0.7110477615742176,12,199,200
schaefer200x7,29,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.6867385670053806,0.6017338171362756,0.7845652409199292,12,199,200
schaefer200x7,30,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.7046031474863926,0.5027252377231091,1.126300893548784,12,199,200
schaefer200x7,31,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.6053840643920971,-0.6760939762992602,-0.5846899563124436,12,199,200
schaefer200x7,32,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.8454891938544179,-0.9259154727681516,-0.7812217572696132,12,199,200
schaefer200x7,33,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.8985866559604148,-1.2071125893899044,-0.8219772207075325,12,199,200
schaefer200x7,34,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.1689708608796843,0.06706533800028396,0.2346513997009292,12,199,200
schaefer200x7,35,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.020567627609982153,-0.13008809747685884,0.06010226989442354,12,199,200
schaefer200x7,36,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.3869204944245985,0.35949204013821623,0.46292728311253867,12,199,200
schaefer200x7,37,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.16518472127259592,0.013057106897052865,0.325534428778029,12,199,200
schaefer200x7,38,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.38754115102161746,0.22272776158243712,0.45643981880252443,12,199,200
schaefer200x7,39,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.16869505488973013,0.09457644823461026,0.41154146222879967,12,199,200
schaefer200x7,40,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.26447229963697694,0.0781487804445717,0.30682854296886986,12,199,200
schaefer200x7,41,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.5387213866383072,0.5176224394620764,0.5768934258773515,12,199,200
schaefer200x7,42,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.6668372700190675,0.6106020269987651,0.6940026698989468,12,199,200
schaefer200x7,43,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.6169060135130804,0.5716243630888899,0.6949470867354955,12,199,200
schaefer200x7,44,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.014774759236759468,-0.05079898771605777,0.08104311457974196,12,199,200
schaefer200x7,45,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.29623916438781617,-0.3605508853153548,-0.13661358928240344,12,199,200
schaefer200x7,46,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.15196268412862535,0.04661455958669086,0.40672018203677496,12,199,200
schaefer200x7,47,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.07390947432012508,-0.16480488427831821,0.025245222055240893,12,199,200
schaefer200x7,48,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.14245616991235655,0.0668421091706448,0.3198063223195675,12,199,200
schaefer200x7,49,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.12352049046576319,-0.1829868196068713,-0.07399620341809778,12,199,200
schaefer200x7,50,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.4747884602880572,0.37874802877027397,0.5196065823110748,12,199,200
schaefer200x7,51,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.24611127514430997,-0.2820671376461937,-0.19064491199355688,12,199,200
schaefer200x7,52,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.1185241708611362,-0.28767745234529274,0.017658230792879835,12,199,200
schaefer200x7,53,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.146894765660749,-0.2271924111239641,-0.05068423672961631,12,199,200
schaefer200x7,54,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.7068061284313694,0.6605292124289701,0.8117523660555043,12,199,200
schaefer200x7,55,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.055514573383449436,-0.13151321458864962,-0.001304748637710301,12,199,200
schaefer200x7,56,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.11175082650755978,-0.1637623691306074,-0.09088528002687522,12,199,200
schaefer200x7,57,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.22590271518384536,-0.2899637792063759,-0.13614423104141515,12,199,200
schaefer200x7,58,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.0687770281005487,-0.10829593745549143,-0.035431296988642294,12,199,200
schaefer200x7,59,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.03403109311271993,-0.05309264253107109,0.08910645784301655,12,199,200
schaefer200x7,60,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.5920086867834128,-0.7072912676425677,-0.5243600743492823,12,199,200
schaefer200x7,61,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.08339205693040261,-0.01670730017122299,0.32622687912385473,12,199,200
schaefer200x7,62,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.02431660561963934,-0.042094213413810595,0.028239247720139835,12,199,200
schaefer200x7,63,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.0047150578067053205,-0.09578840974143453,0.1931329911187888,12,199,200
schaefer200x7,64,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.3031604998608063,-0.3484565517583069,-0.27287379935171446,12,199,200
schaefer200x7,65,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.06950796222999459,-0.22124729580558603,-0.03878459913194303,12,199,200
schaefer200x7,66,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.018515797462334928,-0.0945664988275325,0.08017495139664149,12,199,200
schaefer200x7,67,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.5267341294429931,0.0749303337753175,0.624625465588687,12,199,200
schaefer200x7,68,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.6594539951416829,0.6201462363552118,0.8415714441693857,12,199,200
schaefer200x7,69,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.04821856628350636,0.01032984294788184,0.06283067485566214,12,199,200
schaefer200x7,70,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.46996343746472635,0.4129219436825159,0.5769516017816714,12,199,200
schaefer200x7,71,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.0009977452294773759,-0.10149878186044678,0.2058668849028715,12,199,200
schaefer200x7,72,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.11291086611249328,-0.0009218821362473612,0.1541701915429786,12,199,200
schaefer200x7,73,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.07882500988709357,-0.26387855440688046,0.037866437233820216,12,199,200
schaefer200x7,74,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.11565002800015547,-0.14426659729988767,-0.03910550243854009,12,199,200
schaefer200x7,75,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.3124062854644935,-0.37934659052230363,-0.24826582320185012,12,199,200
schaefer200x7,76,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.38682364323340623,-0.4440074141798054,-0.3144043085608985,12,199,200
schaefer200x7,77,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.3261600442295518,-0.3833504707265971,-0.2942425651634904,12,199,200
schaefer200x7,78,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.017290518033221406,-0.02973959033687827,-0.010706234347626117,12,199,200
schaefer200x7,79,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.41112111969284604,-0.5302566359990684,-0.3439248102473421,12,199,200
